room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
610368,1091091,Entire home/apt,Hackney,Hoxton East & Shoreditch,14,5,5,2,312,3,51.529871,-0.081804,33:58.5
610727,3027954,Entire home/apt,Southwark,Riverside,23,4.5,4,1,256,1,51.503193,-0.072803,28:31.9
610858,3028680,Private room,Waltham Forest,Hoe Street,0,,1,1,95,1,51.588332,-0.010101,36:20.7
610862,3028631,Private room,Redbridge,Wanstead,2,5,2,1,66,2,51.557087,0.022086,45:58.6
610986,3029326,Private room,Westminster,Warwick,84,4.5,4,1,114,1,51.488423,-0.143478,36:40.0
611066,2694331,Private room,Newham,Stratford and New Town,0,,2,1,161,1,51.549776,-0.001788,18:46.0
611086,3029874,Entire home/apt,Camden,Cantelowes,4,4.5,2,1,157,5,51.541258,-0.137536,19:44.7
611182,2694331,Private room,Waltham Forest,Cathall,0,,2,1,114,1,51.551163,-0.003326,45:01.7
611209,3030705,Private room,Southwark,The Lane,0,,4,1,151,3,51.468787,-0.071668,01:07.2
611442,843497,Private room,Kensington and Chelsea,St. Helen's,12,4.5,1,1,74,3,51.51913,-0.211426,56:51.0
611518,3032457,Private room,Hammersmith and Fulham,Fulham Broadway,4,5,2,1,161,1,51.481315,-0.20688,28:03.2
611709,1747100,Entire home/apt,Merton,Village,8,5,2,1,204,2,51.429239,-0.214112,27:52.3
611893,2982363,Entire home/apt,Ealing,East Acton,48,4.5,6,3,246,3,51.522373,-0.26594,05:52.9
612025,54677,Private room,Wandsworth,Latchmere,35,5,2,1,142,3,51.470373,-0.164668,16:16.9
612329,3037427,Entire home/apt,Westminster,Westbourne,22,4.5,3,1,176,2,51.524139,-0.190093,32:05.2
612540,1307107,Entire home/apt,Hackney,Hackney Central,0,,4,2,142,4,51.543927,-0.058309,23:43.9
612572,2932765,Private room,Redbridge,Snaresbrook,2,4.5,2,1,76,2,51.580151,0.031897,55:20.7
612639,2795098,Entire home/apt,Wandsworth,East Putney,1,4,2,1,170,3,51.460068,-0.217068,06:21.3
612679,1431978,Private room,Richmond upon Thames,Kew,4,5,1,1,68,2,51.470315,-0.274654,54:08.1
612680,3038330,Entire home/apt,Lambeth,Clapham Town,12,4.5,4,1,187,4,51.465162,-0.149742,57:08.8
612846,3039597,Private room,Westminster,Bayswater,2,5,2,1,123,3,51.516046,-0.195352,47:37.6
613050,3040598,Private room,Westminster,Hyde Park,5,5,2,1,142,1,51.516083,-0.18048,18:27.7
613320,3041730,Private room,Greenwich,Charlton,0,,2,1,189,3,51.483816,0.032466,58:11.6
613606,3043331,Entire home/apt,Camden,Cantelowes,1,5,6,3,435,10,51.546571,-0.134351,23:18.9
613773,3044170,Private room,Haringey,St. Ann's,0,,1,1,66,3,51.582317,-0.092704,12:22.1
613826,3044477,Private room,Tower Hamlets,St. Dunstan's,0,,1,1,151,1,51.516143,-0.038615,41:20.6
613886,3044791,Private room,Southwark,Village,0,,2,1,76,1,51.445614,-0.072825,29:40.3
614012,3045428,Entire home/apt,Newham,Forest Gate South,0,,6,2,314,6,51.541717,0.011891,24:40.8
614195,3046566,Private room,Merton,Ravensbury,0,,4,1,68,1,51.397185,-0.175314,00:22.7
615147,2809042,Private room,Hackney,Haggerston,14,5,2,1,95,1,51.53498,-0.063542,38:38.4
615169,3050202,Entire home/apt,Barnet,Coppetts,0,,4,2,757,4,51.61219,-0.148269,42:02.5
615191,3049287,Private room,Tower Hamlets,Weavers,48,4.5,2,1,123,1,51.522612,-0.074571,44:30.4
615216,2490448,Entire home/apt,Kensington and Chelsea,Brompton & Hans Town,51,4,2,1,129,1,51.493433,-0.167374,51:25.3
615347,3050788,Entire home/apt,Hackney,London Fields,6,4.5,3,2,227,2,51.540559,-0.056426,00:15.8
615385,3050940,Private room,Newham,East Ham South,0,,2,1,85,6,51.524235,0.061287,47:29.6
615436,3050928,Private room,Waltham Forest,Leytonstone,0,,1,1,57,1,51.573629,0.005598,13:01.1
615456,3051157,Entire home/apt,Lambeth,Bishop's,47,4.5,2,1,170,2,51.493306,-0.111097,10:04.5
615800,3052501,Entire home/apt,Lambeth,Tulse Hill,5,4.5,2,1,131,2,51.446036,-0.111425,13:04.8
616098,199409,Private room,Tower Hamlets,Mile End,9,4.5,2,1,114,1,51.523,-0.032296,13:26.6
616100,3053419,Shared room,Hackney,Hackney Wick,6,4,3,1,108,1,51.546257,-0.029115,19:00.3
616278,2797425,Entire home/apt,Southwark,Cathedrals,7,5,3,1,237,4,51.503939,-0.093697,36:48.2
616403,1677699,Private room,Waltham Forest,William Morris,7,4.5,1,1,85,1,51.593421,-0.023734,31:08.3
617413,2838069,Entire home/apt,Islington,Highbury West,2,4,8,4,430,2,51.553027,-0.105526,50:09.0
617457,3060206,Entire home/apt,Lewisham,Crofton Park,1,5,10,4,435,3,51.457733,-0.035246,55:15.6
617469,2480829,Private room,Southwark,Camberwell Green,2,4,2,1,95,1,51.477277,-0.092804,26:48.2
617491,2151295,Private room,Kensington and Chelsea,Royal Hospital,1,3.5,1,1,114,1,51.490049,-0.162008,33:50.4
617570,1680191,Private room,Newham,Canning Town South,15,5,2,1,79,2,51.510345,0.017621,10:42.9
617635,2151295,Private room,Kensington and Chelsea,Royal Hospital,0,,1,1,95,7,51.490008,-0.160178,16:25.1
617645,2838069,Entire home/apt,Islington,Highbury West,5,4,8,3,409,2,51.553776,-0.104459,45:25.4
617678,3060681,Entire home/apt,Islington,Bunhill,15,4.5,2,1,187,2,51.523868,-0.092118,15:41.2
618033,2015996,Private room,Barnet,Garden Suburb,5,4.5,1,1,85,1,51.586338,-0.18903,54:00.1
618051,3062318,Entire home/apt,Lambeth,Ferndale,35,4.5,2,1,144,1,51.460705,-0.118969,43:12.2
618082,3062443,Private room,Hackney,Stoke Newington,0,,3,1,132,6,51.55541,-0.077012,10:46.9
618182,2903510,Shared room,Hackney,Stoke Newington,55,4.5,2,1,57,1,51.558263,-0.073396,53:18.7
618331,3063399,Private room,Redbridge,Monkhams,0,,2,1,112,2,51.612782,0.038393,52:39.4
618545,3060713,Entire home/apt,Westminster,Bayswater,12,4.5,4,2,256,3,51.516325,-0.193374,54:10.6
618546,470262,Private room,Haringey,Harringay,20,4.5,1,1,47,1,51.582654,-0.101713,57:52.1
618816,3065771,Private room,Brent,Queens Park,0,,2,1,284,1,51.533567,-0.218655,34:42.6
618897,3066138,Private room,Lambeth,Herne Hill,33,4.5,2,1,95,1,51.464276,-0.100007,23:53.5
619010,3066403,Private room,Ealing,Northolt West End,40,4.5,2,1,47,1,51.531971,-0.381966,44:59.5
619150,3067326,Private room,Southwark,Rotherhithe,1,5,2,1,131,4,51.495495,-0.057465,15:29.6
619185,3067894,Private room,Greenwich,Greenwich West,0,,1,1,161,2,51.474234,-0.018735,55:08.9
619258,3080227,Private room,Hackney,Stoke Newington,0,,1,1,168,1,51.559418,-0.070955,19:12.5
619676,3070977,Private room,Croydon,Selsdon and Ballards,1,5,2,1,57,1,51.345028,-0.077204,56:26.6
619692,910025,Private room,Ealing,East Acton,0,,5,1,66,1,51.514138,-0.253663,43:03.4
619879,296376,Entire home/apt,Camden,Holborn and Covent Garden,10,4,10,4,776,5,51.515107,-0.122688,24:24.2
619890,3071671,Entire home/apt,Hackney,Clissold,0,,3,2,227,7,51.561218,-0.08318,57:32.9
620014,296376,Entire home/apt,Camden,Bloomsbury,4,4,5,2,379,5,51.517509,-0.127707,48:00.9
620085,3072532,Private room,Greenwich,Kidbrooke with Hornfair,0,,2,1,284,1,51.473043,0.036467,06:25.0
620131,1944259,Private room,Tower Hamlets,Mile End,12,4.5,8,1,123,3,51.523853,-0.031786,12:58.1
620164,2443213,Private room,Greenwich,Blackheath Westcombe,54,5,2,1,89,2,51.479829,0.010408,47:11.8
620471,3074249,Entire home/apt,Westminster,Regent's Park,0,,3,2,227,7,51.528325,-0.178924,11:37.5
620592,3074935,Entire home/apt,Wandsworth,Nightingale,0,,8,3,331,4,51.439256,-0.158456,51:38.6
620684,2247541,Private room,Hackney,Brownswood,3,5,2,1,161,1,51.567544,-0.098076,09:48.7
620752,2670127,Entire home/apt,Wandsworth,West Putney,15,5,4,2,161,3,51.462196,-0.243684,22:31.2
621157,3078462,Entire home/apt,Tower Hamlets,Canary Wharf,2,5,2,1,227,2,51.500166,-0.027744,18:47.0
621584,2391972,Shared room,Barnet,Childs Hill,3,5,2,1,104,1,51.555543,-0.213812,26:16.6
621777,1237006,Private room,Haringey,Bounds Green,21,4.5,2,1,55,2,51.603533,-0.124671,25:35.4
621804,1237006,Private room,Haringey,Bounds Green,11,4.5,3,1,66,2,51.604592,-0.123159,42:20.5
622028,3083033,Entire home/apt,Kensington and Chelsea,Colville,46,4.5,2,1,154,2,51.518257,-0.205504,09:32.4
622068,1814506,Entire home/apt,Brent,Mapesbury,14,4.5,3,1,151,3,51.549538,-0.221336,02:58.3
623001,3088815,Private room,Kensington and Chelsea,Courtfield,19,4,2,1,110,2,51.491158,-0.180006,48:04.1
623385,3014890,Private room,Waltham Forest,Wood Street,8,5,1,1,40,14,51.592037,0.000908,50:01.5
623658,3093081,Shared room,Southwark,Chaucer,39,4,16,1,28,1,51.495847,-0.09974,36:53.3
623665,2133431,Entire home/apt,Camden,Gospel Oak,24,4.5,5,2,265,2,51.554567,-0.156188,54:23.4
623760,3087735,Private room,Lambeth,Brixton Hill,11,5,2,1,95,1,51.44656,-0.125341,21:15.4
623848,3094383,Private room,Newham,Stratford and New Town,0,,1,1,379,1,51.545647,0.000618,29:00.5
623955,3095050,Private room,Newham,Stratford and New Town,0,,2,1,185,3,51.542245,0.000859,28:09.4
623977,3094842,Private room,Tower Hamlets,Bethnal Green,5,5,2,1,85,3,51.526227,-0.054206,29:56.9
624532,2988308,Private room,Lewisham,Lewisham Central,35,5,2,1,55,2,51.462065,-0.00689,32:40.3
624559,1432477,Entire home/apt,Hammersmith and Fulham,Avonmore and Brook Green,0,,3,2,263,3,51.496472,-0.214174,50:56.0
624667,2690717,Private room,Camden,West Hampstead,0,,1,1,1136,1,51.551575,-0.185646,55:58.9
624753,2838069,Entire home/apt,Islington,Highbury West,2,3,6,2,348,2,51.554608,-0.105459,54:42.2
625167,1337510,Private room,Kensington and Chelsea,St. Helen's,17,5,2,1,79,3,51.519274,-0.22573,23:45.4
625296,1337510,Private room,Kensington and Chelsea,Dalgarno,36,5,1,1,74,5,51.522022,-0.226128,21:27.6
625892,1712760,Private room,Tower Hamlets,Limehouse,3,5,2,1,123,2,51.508835,-0.031402,17:50.4
626038,3106926,Entire home/apt,Tower Hamlets,Lansbury,13,5,2,1,85,2,51.516041,-0.017797,08:22.1
626459,3109840,Private room,Brent,Northwick Park,7,5,3,1,74,1,51.569393,-0.314013,56:05.6
626577,1969324,Private room,Waltham Forest,Leytonstone,8,4.5,5,1,131,2,51.572174,0.006465,24:13.9
626866,1365824,Private room,Tower Hamlets,Island Gardens,6,5,3,1,117,2,51.48633,-0.016149,57:45.0
626967,3112001,Private room,Islington,Holloway,41,5,6,1,142,1,51.550335,-0.125743,44:57.4
627095,1790951,Private room,Ealing,South Acton,1,5,2,1,98,3,51.509513,-0.286896,42:02.7
627123,2182162,Entire home/apt,Camden,Belsize,34,4.5,3,1,161,2,51.549165,-0.16484,00:51.3
627250,3113879,Private room,Wandsworth,Bedford,35,5,1,1,66,1,51.43501,-0.149988,58:16.8
627630,3116252,Private room,Kensington and Chelsea,Chelsea Riverside,5,4.5,2,1,95,2,51.482876,-0.174264,48:32.8
627920,3118099,Private room,Hackney,De Beauvoir,0,,2,1,114,2,51.538353,-0.07985,22:57.9
627966,2781389,Private room,Lambeth,Streatham Hill,20,5,2,1,28,2,51.437384,-0.118986,30:33.2
628226,3018656,Private room,Lambeth,Coldharbour,5,5,2,1,95,1,51.463103,-0.108783,45:32.4
628253,3120409,Private room,Redbridge,Loxford,0,,1,1,61,1,51.558228,0.067581,01:21.2
628642,3122912,Private room,Southwark,Peckham Rye,0,,2,1,66,14,51.461818,-0.068823,13:53.2
628677,4105746,Private room,Islington,Caledonian,23,4.5,2,1,102,6,51.53244,-0.120481,50:43.5
628722,2041973,Private room,Lewisham,Forest Hill,6,5,1,1,49,5,51.431711,-0.064012,58:37.0
628758,1569324,Private room,Waltham Forest,Cathall,6,5,2,1,95,3,51.55502,-0.002586,42:25.2
628762,1569324,Private room,Waltham Forest,Cathall,10,5,2,1,95,3,51.557029,-0.003541,52:56.9
628939,2074840,Entire home/apt,Islington,Clerkenwell,5,4.5,2,1,246,7,51.522095,-0.105673,07:23.9
629409,3126759,Entire home/apt,Lambeth,Bishop's,12,5,5,1,189,1,51.497055,-0.111137,11:25.6
629613,3128129,Private room,Redbridge,Bridge,0,,2,1,142,2,51.605603,0.052971,42:35.8
629760,2901342,Entire home/apt,Tower Hamlets,Bow West,0,,4,2,208,7,51.527999,-0.026659,40:07.1
629778,3129413,Private room,Lewisham,Catford South,2,5,2,1,53,2,51.439785,-0.006908,31:53.1
629839,3129835,Entire home/apt,Hammersmith and Fulham,Shepherd's Bush Green,5,5,2,1,208,2,51.506108,-0.230441,17:12.9
630818,3136102,Private room,Tower Hamlets,Bow West,0,1.5,1,1,95,7,51.52862,-0.023565,16:34.3
630933,3136597,Entire home/apt,Westminster,Bayswater,37,5,2,1,227,4,51.518396,-0.19504,36:14.5
630955,3136830,Entire home/apt,Hackney,Dalston,8,4.5,2,1,148,1,51.544385,-0.066026,40:31.8
631392,1560935,Private room,Islington,Holloway,10,5,2,1,85,3,51.545688,-0.124567,05:50.5
631450,3129413,Private room,Lewisham,Catford South,2,4.5,2,1,53,2,51.439957,-0.005896,51:03.4
631631,2362913,Private room,Waltham Forest,Leytonstone,0,,2,1,98,1,51.567747,0.014694,17:20.8
631752,3141800,Entire home/apt,Camden,Holborn and Covent Garden,35,4.5,4,2,341,3,51.513715,-0.128921,59:09.1
632033,3094383,Private room,Newham,Stratford and New Town,0,,1,1,127,1,51.547604,0.000806,09:14.1
632377,3145905,Entire home/apt,Tower Hamlets,Stepney Green,1,5,2,1,170,5,51.518961,-0.048318,17:24.8
632380,3145905,Entire home/apt,Tower Hamlets,Stepney Green,5,4.5,2,1,142,5,51.518711,-0.048693,24:29.1
632672,3135841,Private room,Hackney,Hoxton West,76,4,2,1,123,1,51.532135,-0.088823,05:53.3
633095,8330,Private room,Hackney,Homerton,15,4.5,1,1,61,1,51.547809,-0.043852,58:20.8
633470,2074840,Entire home/apt,Camden,Holborn and Covent Garden,9,4.5,2,1,246,7,51.523853,-0.117745,31:30.1
633504,2074840,Entire home/apt,Camden,King's Cross,3,4,1,1,208,7,51.524114,-0.117769,08:34.2
633694,216443,Private room,Lambeth,Streatham South,1,3.5,2,1,49,1,51.414865,-0.128841,00:29.7
633856,3080977,Entire home/apt,Hackney,Dalston,3,5,4,2,206,7,51.547299,-0.071339,40:21.7
633901,2181526,Entire home/apt,Islington,Barnsbury,6,4.5,4,1,284,2,51.53172,-0.11645,44:15.3
633970,2992686,Private room,Richmond upon Thames,West Twickenham,4,4.5,1,1,91,3,51.442994,-0.347184,57:52.5
634669,2973550,Entire home/apt,Hackney,Lea Bridge,7,5,6,3,187,7,51.555923,-0.048045,44:18.1
634744,3161725,Private room,Brent,Queens Park,0,,1,1,85,1,51.536468,-0.207543,13:38.6
634906,1958327,Private room,Ealing,Hobbayne,3,5,2,1,57,3,51.513611,-0.339623,53:21.1
634991,1895822,Entire home/apt,Kensington and Chelsea,Earl's Court,41,5,4,2,284,4,51.491331,-0.19652,49:25.7
635233,3014890,Private room,Waltham Forest,Hale End and Highams Park,7,4.5,2,1,47,7,51.595791,0.00231,08:38.7
635947,54987,Entire home/apt,Southwark,Grange,2,4,3,1,301,3,51.499848,-0.086009,39:51.2
636232,1998937,Entire home/apt,Lambeth,Bishop's,55,5,2,1,187,3,51.499817,-0.111639,58:14.3
636268,3164918,Entire home/apt,Islington,Highbury East,0,,3,1,174,2,51.550786,-0.106161,40:03.2
636299,3172295,Entire home/apt,Kensington and Chelsea,Golborne,2,5,2,1,208,4,51.522021,-0.209924,07:51.3
636416,3124294,Entire home/apt,Southwark,Nunhead,0,,2,1,131,2,51.475628,-0.053269,40:34.0
637112,3096504,Private room,Tower Hamlets,Weavers,20,5,2,1,114,2,51.526607,-0.070775,14:55.0
637125,2701451,Entire home/apt,Westminster,Lancaster Gate,15,4.5,2,1,123,5,51.511674,-0.178284,51:05.6
637345,2749529,Private room,Lambeth,Brixton Hill,8,4.5,2,1,76,1,51.451708,-0.129311,11:38.9
637414,3179018,Private room,Islington,Highbury East,11,5,2,1,95,1,51.555824,-0.09467,24:17.5
637508,3179560,Private room,Kingston upon Thames,St. James,0,,1,1,114,1,51.394684,-0.256648,46:23.7
637560,1790951,Entire home/apt,Ealing,South Acton,3,4.5,9,5,454,3,51.508295,-0.28524,13:56.9
637954,3182930,Private room,Hounslow,Hounslow Central,16,5,2,1,76,1,51.476375,-0.361764,46:02.5
637993,6552563,Entire home/apt,Hackney,Hackney Downs,1,4.5,4,2,170,3,51.556588,-0.057548,34:49.0
638155,3171706,Private room,Lambeth,Streatham Wells,0,,4,1,76,1,51.425356,-0.122682,07:40.5
638503,3185799,Entire home/apt,Kensington and Chelsea,Redcliffe,12,4.5,4,1,246,1,51.484463,-0.185541,30:13.7
638547,296376,Entire home/apt,Westminster,St. James's,3,4.5,4,1,379,5,51.496705,-0.131572,28:50.5
638563,693898,Entire home/apt,Barnet,High Barnet,2,5,6,3,202,1,51.656733,-0.20294,13:55.1
638832,3096504,Entire home/apt,Tower Hamlets,Weavers,11,4.5,6,2,303,2,51.528362,-0.071556,52:56.3
639537,1432477,Entire home/apt,Kensington and Chelsea,Holland,2,3.5,2,1,187,14,51.501462,-0.214394,55:19.7
639578,3053419,Shared room,Hackney,Hackney Wick,3,4.5,3,1,95,1,51.546304,-0.02865,50:10.3
639579,3053419,Shared room,Hackney,Hackney Wick,4,4.5,3,1,104,1,51.546544,-0.030584,53:34.9
639957,119316,Private room,Tower Hamlets,Weavers,23,5,3,1,114,2,51.523496,-0.072666,37:14.0
640203,296376,Entire home/apt,Westminster,St. James's,2,3,10,4,606,5,51.497081,-0.132609,07:49.4
640208,3196530,Private room,Kensington and Chelsea,Courtfield,18,5,2,1,151,2,51.488541,-0.179847,23:22.0
640220,3196398,Entire home/apt,Camden,Belsize,5,3.5,5,1,242,3,51.544491,-0.173185,55:53.9
641327,3094383,Private room,Newham,Stratford and New Town,0,,1,1,98,1,51.545849,0.000117,50:14.9
641376,2635161,Entire home/apt,Westminster,Lancaster Gate,1,3.5,6,2,443,3,51.514626,-0.180826,06:33.2
641856,2367267,Entire home/apt,Hackney,Homerton,0,,2,2,284,3,51.549638,-0.052932,35:47.2
641924,2221835,Private room,Westminster,Westbourne,0,,2,1,208,1,51.524522,-0.193168,47:53.4
642145,3208834,Private room,Tower Hamlets,Blackwall & Cubitt Town,18,5,2,1,55,3,51.494879,-0.014636,08:51.9
643078,1569324,Private room,Waltham Forest,Cathall,5,5,2,1,76,3,51.555445,-0.002945,55:32.6
643262,3088815,Private room,Kensington and Chelsea,Courtfield,3,4,2,1,110,1,51.490294,-0.181657,29:51.6
643263,3088815,Private room,Kensington and Chelsea,Courtfield,11,4,2,1,123,2,51.492486,-0.180368,33:21.2
643269,3088815,Private room,Kensington and Chelsea,Courtfield,0,,2,1,110,1,51.491634,-0.180396,51:27.1
643272,3088815,Private room,Kensington and Chelsea,Courtfield,4,4,2,1,110,1,51.492443,-0.181726,59:44.1
643289,3088815,Private room,Kensington and Chelsea,Courtfield,10,4.5,4,1,187,2,51.49094,-0.180228,48:09.9
643293,3088815,Private room,Kensington and Chelsea,Courtfield,7,3.5,2,1,110,1,51.492106,-0.181734,59:19.4
643336,1995157,Private room,Camden,Holborn and Covent Garden,99,5,2,1,123,2,51.513013,-0.127422,01:42.7
643448,3217459,Private room,Camden,Swiss Cottage,18,5,2,1,123,2,51.542677,-0.186474,14:12.7
643958,3196026,Private room,Islington,Finsbury Park,0,,4,1,89,2,51.559244,-0.11527,09:09.3
644029,922398,Entire home/apt,Southwark,Grange,0,,6,2,662,3,51.499922,-0.083471,26:53.9
644040,922398,Entire home/apt,Southwark,Grange,0,,6,2,662,3,51.501186,-0.081901,59:51.9
644045,922398,Entire home/apt,Southwark,Grange,0,,6,2,662,3,51.498862,-0.078352,13:49.8
644055,922398,Entire home/apt,Camden,Camden Town with Primrose Hill,2,3.5,6,2,662,3,51.54089,-0.139346,43:19.0
644071,922398,Entire home/apt,Camden,Haverstock,0,,6,2,662,3,51.544297,-0.148222,27:11.3
644080,922398,Entire home/apt,Camden,St. Pancras and Somers Town,2,5,6,2,662,3,51.535946,-0.134904,53:57.0
644095,922398,Entire home/apt,Camden,St. Pancras and Somers Town,5,5,8,3,776,3,51.534262,-0.131088,33:59.2
644350,2987672,Entire home/apt,Kensington and Chelsea,Stanley,1,5,2,0,170,3,51.487091,-0.178894,31:25.8
644383,296376,Entire home/apt,Westminster,St. James's,2,4.5,16,4,757,5,51.508608,-0.124445,08:10.6
644402,3224826,Private room,Waltham Forest,High Street,5,4.5,2,1,66,2,51.583866,-0.024947,58:46.9
644506,1323493,Entire home/apt,Wandsworth,St. Mary's Park,20,5,4,1,142,3,51.47379,-0.172134,51:45.2
644774,1839548,Private room,Lambeth,Oval,58,4,2,1,76,1,51.478923,-0.117882,27:17.6
646024,3236454,Entire home/apt,Camden,Kilburn,0,,1,1,170,2,51.541348,-0.194965,59:51.5
646598,1875801,Entire home/apt,Tower Hamlets,Whitechapel,25,4.5,2,1,170,5,51.511914,-0.072789,54:17.6
646859,296376,Entire home/apt,Westminster,St. James's,7,4,4,1,237,5,51.508451,-0.122638,08:14.6
646877,3242912,Private room,Wandsworth,Northcote,48,4.5,2,1,93,1,51.459543,-0.167673,59:39.8
647102,3244124,Private room,Waltham Forest,Hoe Street,14,5,2,1,57,1,51.588026,-0.020015,30:17.4
647169,2115235,Private room,Wandsworth,East Putney,37,4.5,2,1,85,1,51.457738,-0.22192,42:57.7
647243,3155639,Entire home/apt,Camden,Holborn and Covent Garden,28,5,5,2,375,3,51.514073,-0.126069,06:26.9
647267,2304904,Private room,Camden,Highgate,4,4.5,2,1,93,3,51.56086,-0.147508,14:17.8
647385,1998891,Private room,Brent,Preston,6,5,6,1,104,1,51.572971,-0.300947,48:25.9
647386,1998891,Private room,Brent,Preston,3,4.5,6,1,85,1,51.571154,-0.29963,51:03.3
647738,3248055,Entire home/apt,Westminster,West End,27,5,2,1,341,2,51.513849,-0.13285,20:23.4
647822,1091961,Entire home/apt,Westminster,Lancaster Gate,16,5,4,2,284,2,51.512358,-0.186922,16:33.2
647911,569732,Entire home/apt,Hackney,Stoke Newington,3,5,4,2,377,3,51.556796,-0.069726,27:28.0
647973,3249740,Private room,Southwark,Village,27,4,3,1,66,1,51.456414,-0.081199,25:44.6
648225,3249740,Private room,Southwark,East Dulwich,22,4.5,1,1,57,1,51.458802,-0.080627,14:12.6
648493,1254560,Shared room,Croydon,Croham,0,,2,1,95,1,51.364208,-0.083266,44:57.9
648589,3254439,Private room,Lambeth,Oval,14,4.5,2,1,123,1,51.486035,-0.119277,13:53.7
648740,3255205,Entire home/apt,Westminster,Regent's Park,2,5,4,1,331,7,51.523608,-0.157259,22:46.1
648921,3140588,Entire home/apt,Hounslow,Isleworth,16,4.5,4,1,142,4,51.462879,-0.327132,48:27.8
649496,3165320,Private room,Hackney,Victoria,1,5,2,1,74,2,51.54203,-0.053682,48:17.4
650111,2042365,Entire home/apt,Islington,Clerkenwell,0,,6,2,426,7,51.52948,-0.104389,34:34.2
650202,2981858,Entire home/apt,Westminster,West End,25,5,4,2,293,3,51.520211,-0.14168,51:07.6
650361,1183522,Entire home/apt,Greenwich,Woolwich Common,17,4.5,4,2,110,3,51.489199,0.06828,17:31.5
651056,296376,Entire home/apt,Westminster,St. James's,5,4.5,4,1,237,5,51.508839,-0.123468,52:38.6
651129,3270861,Entire home/apt,Lambeth,Streatham Hill,1,5,2,1,112,2,51.440838,-0.134328,17:40.8
651312,865840,Entire home/apt,Hackney,Shacklewell,1,4.5,2,1,104,5,51.554189,-0.070402,52:40.7
651387,2879784,Entire home/apt,Westminster,St. James's,48,5,2,1,248,1,51.498758,-0.140489,23:17.1
651645,3274430,Entire home/apt,Kensington and Chelsea,Earl's Court,75,4,7,2,377,2,51.494356,-0.192136,29:27.1
652015,3182961,Private room,Lewisham,New Cross,28,5,1,1,55,1,51.475451,-0.024743,51:40.1
652301,2398373,Private room,Westminster,Tachbrook,3,5,1,1,76,1,51.489513,-0.133377,18:43.0
653104,3274430,Private room,Barnet,West Hendon,12,4,2,1,85,1,51.57658,-0.240313,52:45.0
653302,1268732,Private room,Tower Hamlets,Bethnal Green,4,4.5,2,1,66,3,51.525918,-0.047898,10:03.6
654487,3292571,Private room,Redbridge,Wanstead,7,4.5,2,1,85,5,51.576326,0.031093,43:23.4
654508,3292571,Private room,Redbridge,Wanstead,9,4,4,1,85,5,51.575601,0.031899,44:27.3
654893,3295883,Entire home/apt,Islington,Highbury East,12,4.5,3,1,116,3,51.55618,-0.092921,45:09.9
656412,296376,Entire home/apt,Westminster,St. James's,15,4.5,3,1,227,5,51.507442,-0.124043,57:15.1
656509,2483466,Private room,Harrow,Headstone North,2,3,3,1,74,1,51.587639,-0.375351,26:58.8
656590,3307388,Entire home/apt,Kensington and Chelsea,Colville,52,4.5,5,2,189,1,51.515665,-0.204592,14:33.9
656806,3308902,Entire home/apt,Islington,St. Mary's,6,4.5,2,1,151,1,51.537736,-0.101145,25:00.8
657361,3313275,Private room,Wandsworth,Earlsfield,24,5,2,1,66,2,51.444935,-0.18843,24:19.9
657769,3254439,Private room,Lambeth,Oval,27,4.5,3,1,123,1,51.48499,-0.11939,28:28.3
657841,3254439,Private room,Lambeth,Oval,77,4.5,2,1,114,1,51.484819,-0.120949,54:30.1
657869,2329868,Entire home/apt,Tower Hamlets,Weavers,39,5,9,4,416,1,51.527326,-0.075553,11:16.0
657881,3315931,Entire home/apt,Lewisham,Ladywell,41,4.5,3,1,123,2,51.460892,-0.030508,46:32.5
658005,311101,Private room,Lewisham,Ladywell,0,,2,1,187,3,51.456185,-0.024317,32:31.1
659048,1542327,Entire home/apt,Camden,Camden Town with Primrose Hill,63,4.5,4,1,274,3,51.540269,-0.145449,25:55.1
659306,3321209,Entire home/apt,Lambeth,Prince's,77,4.5,5,2,206,1,51.488955,-0.115027,31:52.6
659453,3326786,Private room,Barnet,West Hendon,1,5,2,1,85,1,51.578454,-0.234708,25:52.3
659628,3327769,Private room,Lambeth,Knight's Hill,4,4.5,2,1,76,1,51.428882,-0.108417,42:08.4
659841,1941859,Private room,Haringey,Fortis Green,1,4.5,1,1,57,1,51.589682,-0.159106,38:27.8
660559,3334023,Private room,Barnet,East Barnet,0,,2,1,95,1,51.65077,-0.171195,15:50.5
660714,3249740,Private room,Southwark,Village,17,4,3,1,55,1,51.45675,-0.079841,34:26.8
660723,3249740,Private room,Southwark,Village,41,4.5,2,1,38,1,51.456031,-0.080331,59:32.0
661007,2976074,Private room,Haringey,Noel Park,7,4.5,2,1,47,2,51.593029,-0.099646,22:16.4
661043,2596343,Entire home/apt,Wandsworth,Northcote,12,5,4,2,301,3,51.460481,-0.157854,59:37.3
661137,2778439,Private room,Camden,Camden Town with Primrose Hill,37,5,2,1,123,1,51.539513,-0.146548,23:01.8
661179,2635161,Entire home/apt,Kensington and Chelsea,Holland,1,4.5,6,2,358,3,51.497918,-0.208002,20:10.7
661204,1914283,Entire home/apt,Brent,Kensal Green,0,,2,1,93,7,51.534907,-0.243377,33:08.2
