room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
1782,1991,Private room,Hounslow,Cranford,8,4.5,4,1,42,1,51.473306,-0.401079,06:56.1
6487,11077537,Private room,Haringey,Crouch End,167,4.5,2,1,123,2,51.574172,-0.129405,39:07.6
9293,29896,Private room,Kensington and Chelsea,Chelsea Riverside,77,4.5,4,1,151,1,51.482968,-0.174777,10:34.4
9554,31655,Private room,Haringey,Harringay,55,5,2,1,61,2,51.587767,-0.105666,24:15.2
9607,31968,Private room,Lambeth,Clapham Town,1,4.5,1,1,104,1,51.466078,-0.133797,54:29.2
11067,40327,Entire home/apt,Hackney,Haggerston,0,,7,2,312,4,51.536689,-0.076153,21:10.4
11076,40471,Private room,Ealing,Ealing Broadway,0,,2,1,132,2,51.515645,-0.314508,44:50.1
11551,43039,Entire home/apt,Lambeth,Ferndale,117,4.5,4,1,189,2,51.462254,-0.117324,05:37.9
13913,54730,Private room,Islington,Tollington,8,4.5,2,1,93,1,51.568017,-0.111208,45:41.2
14344,53348,Private room,Camden,Gospel Oak,118,4,2,1,47,1,51.550621,-0.153887,59:46.9
14613,57474,Private room,Westminster,Hyde Park,1,2.5,2,1,95,1,51.513213,-0.176339,38:34.4
15400,60302,Entire home/apt,Kensington and Chelsea,Stanley,37,5,2,1,180,3,51.48792,-0.168103,31:13.2
16105,62822,Entire home/apt,Hackney,Hoxton East & Shoreditch,15,4.5,2,,161,2,51.524921,-0.078051,31:22.6
17402,67564,Entire home/apt,Camden,Bloomsbury,19,4.5,6,3,437,3,51.521874,-0.138341,18:35.8
18317,37014,Entire home/apt,Richmond upon Thames,Kew,7,5,5,2,237,3,51.470723,-0.290196,11:57.8
18646,40327,Entire home/apt,Hackney,Hoxton East & Shoreditch,1,5,6,3,549,3,51.535615,-0.079017,38:40.7
18647,40327,Entire home/apt,Hackney,Hoxton East & Shoreditch,1,5,8,3,577,3,51.528852,-0.080505,41:46.2
18649,40327,Entire home/apt,Hackney,Hoxton East & Shoreditch,4,4.5,3,,246,3,51.529854,-0.081532,47:12.7
18650,40327,Entire home/apt,Hackney,Hoxton East & Shoreditch,1,,3,1,303,3,51.528572,-0.081756,49:40.7
21759,1245194,Entire home/apt,Hackney,Hoxton East & Shoreditch,10,5,6,2,322,2,51.526593,-0.080295,33:06.1
23616,93107,Private room,Merton,Raynes Park,48,5,4,1,142,2,51.413373,-0.235151,34:16.3
23859,40327,Entire home/apt,Hackney,Hoxton East & Shoreditch,1,5,3,1,246,3,51.52923,-0.080532,00:20.2
23977,94861,Private room,Kensington and Chelsea,Colville,2,5,2,1,189,2,51.512665,-0.203618,34:32.6
24108,30780,Private room,Southwark,South Camberwell,17,4.5,1,1,79,3,51.469507,-0.082122,41:26.4
24328,41759,Entire home/apt,Wandsworth,St. Mary's Park,30,5,6,2,303,1,51.474514,-0.164482,00:18.4
24903,54987,Entire home/apt,Tower Hamlets,Limehouse,3,4,5,2,377,3,51.51154,-0.037023,54:16.2
25121,40327,Entire home/apt,Southwark,Grange,0,,8,3,530,3,51.498978,-0.079701,12:45.3
25123,103583,Private room,Barnet,Childs Hill,60,5,2,1,66,5,51.572243,-0.20906,18:28.9
25978,40327,Entire home/apt,Hackney,Hoxton East & Shoreditch,2,4.5,3,1,246,3,51.530781,-0.082135,19:13.0
26223,110865,Entire home/apt,Islington,St. Mary's,23,4.5,5,1,221,3,51.542362,-0.103796,48:40.5
26482,110865,Entire home/apt,Islington,St. Mary's,19,4.5,4,1,221,3,51.53915,-0.10137,57:10.4
26713,113767,Private room,Westminster,Little Venice,112,4.5,3,1,74,1,51.522826,-0.187265,46:06.2
26810,113767,Private room,Westminster,Westbourne,64,4.5,2,1,74,1,51.523752,-0.188886,18:37.2
27173,116483,Private room,Wandsworth,Earlsfield,2,5,1,1,66,2,51.448076,-0.186985,24:07.6
28010,119316,Private room,Tower Hamlets,Weavers,4,5,3,1,114,2,51.523611,-0.073251,33:16.5
28311,54987,Entire home/apt,Tower Hamlets,Canary Wharf,7,3.5,5,2,397,3,51.500419,-0.01917,41:43.6
28457,54987,Entire home/apt,Tower Hamlets,Canary Wharf,4,4.5,5,2,377,3,51.499312,-0.027412,34:05.2
29256,125781,Entire home/apt,Barnet,Coppetts,1,5,8,4,284,7,51.615092,-0.158291,57:39.5
29453,126604,Private room,Merton,Hillside,120,5,2,1,95,2,51.427037,-0.203383,17:27.7
29837,128581,Entire home/apt,Camden,Highgate,60,5,4,1,360,5,51.558691,-0.155184,12:38.2
30352,131087,Private room,Hackney,Dalston,14,5,2,1,142,1,51.545979,-0.074363,20:53.3
30669,132044,Private room,Lambeth,Brixton Hill,52,4.5,2,1,93,2,51.456278,-0.122242,12:29.7
30671,132046,Private room,Barnet,Golders Green,7,5,2,1,66,1,51.567205,-0.218111,18:55.9
31149,133833,Private room,Richmond upon Thames,East Sheen,0,,2,1,95,1,51.465914,-0.271808,45:30.1
31361,134606,Private room,Newham,Plaistow North,31,5,2,1,66,1,51.534841,0.027071,39:57.3
32177,138843,Entire home/apt,Kensington and Chelsea,Brompton & Hans Town,36,4,2,1,187,5,51.491308,-0.166376,55:16.8
34144,147223,Entire home/apt,Camden,Holborn and Covent Garden,5,5,5,2,303,6,51.515499,-0.125495,05:32.1
34575,149266,Entire home/apt,Islington,Caledonian,5,5,2,1,161,7,51.540928,-0.1192,23:42.6
34825,150078,Private room,Camden,King's Cross,66,5,4,1,85,1,51.525131,-0.117492,03:47.3
35203,12106397,Private room,Camden,Bloomsbury,0,,2,1,284,1,51.519167,-0.124834,45:07.7
35337,152128,Private room,Kingston upon Thames,St. Mark's,4,5,1,1,64,2,51.399453,-0.291019,03:49.9
36299,155938,Entire home/apt,Richmond upon Thames,Kew,22,5,5,3,369,3,51.479345,-0.280662,07:12.2
36551,157191,Private room,Southwark,Riverside,112,5,2,1,151,1,51.50261,-0.077331,56:35.4
36657,157884,Private room,Haringey,Fortis Green,132,5,3,1,95,2,51.584371,-0.16283,54:32.5
36660,157884,Private room,Haringey,Fortis Green,223,5,2,1,84,2,51.584612,-0.161696,03:29.7
38151,163634,Private room,Croydon,Upper Norwood,0,,2,1,123,1,51.419397,-0.087219,57:49.4
38407,164566,Entire home/apt,Tower Hamlets,Canary Wharf,49,5,3,1,161,2,51.499945,-0.026243,57:56.4
38605,165579,Private room,Hammersmith and Fulham,Shepherd's Bush Green,110,5,2,1,106,2,51.506642,-0.233138,12:49.1
38610,165579,Entire home/apt,Hammersmith and Fulham,Shepherd's Bush Green,2,4.5,11,5,549,7,51.508094,-0.233342,28:47.5
39387,168920,Private room,Westminster,Harrow Road,0,,2,1,93,1,51.525888,-0.199425,53:14.2
39571,169878,Entire home/apt,Hackney,Victoria,31,4.5,6,2,189,1,51.535617,-0.055191,30:23.4
40137,172289,Entire home/apt,Haringey,Muswell Hill,79,4.5,2,1,104,3,51.586822,-0.128324,02:08.6
40738,166236,Entire home/apt,Hackney,Haggerston,28,4.5,4,1,227,2,51.52871,-0.076116,16:30.6
40925,168259,Private room,Waltham Forest,Cann Hall,23,4.5,2,1,76,2,51.556994,0.014056,58:39.3
41311,103583,Private room,Barnet,Golders Green,23,5,2,1,66,5,51.573754,-0.208903,03:13.6
41509,181028,Private room,Hounslow,Turnham Green,22,4.5,2,1,114,1,51.491567,-0.256,24:46.7
41712,182322,Private room,Southwark,Cathedrals,42,4.5,2,1,150,1,51.501012,-0.098697,53:24.7
41870,182993,Private room,Waltham Forest,Cathall,2,4.5,1,1,74,2,51.558424,0.003823,16:06.3
41936,169878,Private room,Hackney,Victoria,32,4.5,2,1,91,1,51.535817,-0.05498,23:00.5
42001,183658,Private room,Hammersmith and Fulham,Avonmore and Brook Green,96,4.5,3,1,114,2,51.494409,-0.204787,28:45.1
42010,157884,Private room,Barnet,East Finchley,245,5,2,1,66,2,51.586113,-0.162722,53:07.7
42839,187107,Private room,Lewisham,Evelyn,0,,2,1,127,3,51.489856,-0.031195,40:56.2
42966,187556,Private room,Southwark,The Lane,16,5,2,1,66,4,51.466421,-0.071258,40:04.9
43129,188138,Shared room,Hammersmith and Fulham,Munster,22,4.5,2,1,76,2,51.481304,-0.209925,16:53.7
43202,188559,Entire home/apt,Brent,Queens Park,8,5,2,1,189,2,51.529609,-0.218219,42:06.0
43448,189764,Private room,Islington,Caledonian,51,4.5,1,1,104,4,51.532772,-0.119097,14:44.3
43814,191604,Entire home/apt,Westminster,Marylebone High Street,29,4.5,4,2,524,3,51.516981,-0.150939,27:33.0
44117,193216,Private room,Southwark,Newington,28,4.5,2,1,108,1,51.491998,-0.100871,34:12.8
44195,193586,Private room,Kensington and Chelsea,Colville,123,4.5,1,1,85,1,51.517532,-0.206827,17:17.5
44525,67625,Entire home/apt,Camden,Holborn and Covent Garden,39,4.5,3,1,265,5,51.518888,-0.12283,45:45.5
44649,48653,Private room,Hackney,De Beauvoir,30,4.5,2,1,62,1,51.540607,-0.084626,30:23.6
45168,199549,Entire home/apt,Westminster,Bayswater,45,5,4,1,237,1,51.516722,-0.19517,52:45.6
45502,40327,Entire home/apt,Hackney,Hoxton East & Shoreditch,1,5,2,1,274,3,51.528878,-0.081622,29:24.3
45670,202973,Private room,Brent,Mapesbury,47,5,2,1,66,2,51.55133,-0.214068,22:07.7
46396,207427,Private room,Bromley,Bickley,0,,2,1,104,1,51.398285,0.038203,24:45.4
46825,210050,Private room,Bromley,Penge and Cator,1,3.5,3,1,55,1,51.411814,-0.065834,32:47.0
46992,211291,Private room,Hackney,Homerton,53,5,3,1,76,3,51.550216,-0.050782,22:03.6
47179,479568,Entire home/apt,Wandsworth,Latchmere,2,4,2,1,151,4,51.46686,-0.17796,06:05.4
47192,212734,Private room,Camden,Camden Town with Primrose Hill,142,5,2,1,85,3,51.54483,-0.144717,44:22.1
47687,216660,Entire home/apt,Hammersmith and Fulham,Hammersmith Broadway,32,4.5,2,1,136,1,51.495062,-0.227499,55:28.8
49970,216660,Entire home/apt,Hammersmith and Fulham,Hammersmith Broadway,23,4.5,2,1,123,1,51.495266,-0.229376,58:42.2
51578,237356,Entire home/apt,Hackney,Homerton,6,5,2,1,151,2,51.552253,-0.055471,20:04.9
51830,239020,Entire home/apt,Westminster,Bayswater,45,5,3,1,227,2,51.517324,-0.19313,09:05.5
51905,186823,Private room,Enfield,Jubilee,0,,3,1,104,1,51.633203,-0.056068,39:30.2
52751,216660,Entire home/apt,Hammersmith and Fulham,Hammersmith Broadway,4,4.5,4,1,155,1,51.494096,-0.229237,24:15.3
52940,157884,Private room,Barnet,Garden Suburb,174,5,2,1,73,2,51.586335,-0.163916,10:25.6
53047,246435,Private room,Camden,West Hampstead,0,,2,1,85,1,51.546441,-0.194131,12:40.5
53245,247650,Entire home/apt,Lambeth,Stockwell,0,,2,1,157,1,51.472186,-0.127222,28:00.3
54970,202973,Private room,Brent,Mapesbury,65,5,5,1,85,2,51.550826,-0.214145,19:36.1
55133,157884,Private room,Haringey,Fortis Green,150,5,2,1,90,2,51.584101,-0.161876,58:52.4
55574,857701,Entire home/apt,Westminster,Marylebone High Street,2,5,4,2,379,2,51.517019,-0.151094,42:59.2
56229,216660,Entire home/apt,Hammersmith and Fulham,Hammersmith Broadway,10,5,2,1,136,1,51.493551,-0.228644,24:08.2
56376,246399,Entire home/apt,Camden,West Hampstead,8,5,4,2,227,3,51.546886,-0.195862,15:13.2
57627,202973,Private room,Brent,Mapesbury,65,5,3,1,72,3,51.550155,-0.213878,56:55.0
57906,276506,Private room,Newham,Canning Town North,40,4.5,2,1,85,2,51.518173,0.011247,58:57.5
58542,280260,Private room,Waltham Forest,Grove Green,40,5,3,1,47,3,51.560667,-0.007082,49:43.1
59656,196620,Private room,Westminster,Little Venice,95,5,2,1,123,1,51.523327,-0.184424,02:02.9
60202,289870,Private room,Haringey,Hornsey,12,5,1,1,47,1,51.58727,-0.118678,37:49.8
60217,289928,Private room,Haringey,Northumberland Park,3,4,2,1,53,7,51.59984,-0.060546,17:58.0
60222,289910,Private room,Barnet,Burnt Oak,1,4.5,2,1,66,2,51.599241,-0.252944,30:49.3
60355,290689,Private room,Newham,Custom House,17,5,2,1,95,1,51.51268,0.026953,46:27.6
60395,290867,Private room,Ealing,Northfield,59,5,2,1,44,4,51.495402,-0.310816,40:21.1
60414,291001,Private room,Westminster,Hyde Park,198,5,2,1,95,1,51.516444,-0.172286,31:53.3
60702,292744,Private room,Hounslow,Osterley and Spring Grove,7,4.5,3,1,76,1,51.484748,-0.325795,05:13.3
60734,292983,Private room,Waltham Forest,Leytonstone,59,4.5,6,1,76,1,51.573296,0.010382,30:52.7
60751,189764,Private room,Islington,Caledonian,17,4.5,1,1,91,4,51.53177,-0.117594,18:11.6
61156,295707,Entire home/apt,Haringey,Tottenham Green,110,4.5,2,1,123,3,51.587983,-0.078321,18:44.7
61158,295719,Entire home/apt,Camden,Gospel Oak,2,4.5,4,2,331,7,51.554271,-0.154044,24:57.7
61535,297981,Entire home/apt,Westminster,Hyde Park,95,5,2,1,246,2,51.514334,-0.162913,04:00.3
61692,299008,Shared room,Southwark,South Bermondsey,0,,2,1,167,1,51.488807,-0.065494,25:14.7
61695,299027,Private room,Tower Hamlets,Weavers,40,4.5,3,1,78,1,51.527484,-0.065595,34:14.7
62218,302657,Entire home/apt,Camden,Gospel Oak,48,4.5,4,1,237,7,51.55534,-0.162026,08:33.0
62228,302737,Entire home/apt,Hammersmith and Fulham,Addison,9,5,2,2,132,1,51.498547,-0.218008,37:36.3
62259,302904,Entire home/apt,Hackney,Lea Bridge,61,4,7,1,142,1,51.565086,-0.050261,02:04.9
62260,302904,Private room,Hackney,Lea Bridge,21,4.5,3,1,66,1,51.565651,-0.04864,04:20.0
62451,303994,Entire home/apt,Islington,Bunhill,34,4,6,2,225,1,51.525787,-0.099533,01:19.0
62957,53348,Private room,Camden,Haverstock,85,4,2,1,45,1,51.549813,-0.151761,46:31.0
63051,307524,Entire home/apt,Hackney,Hoxton West,23,4.5,2,1,208,2,51.531435,-0.092386,06:43.4
63679,246449,Private room,Kensington and Chelsea,Abingdon,147,5,2,1,123,1,51.494873,-0.193135,34:06.2
63857,54987,Entire home/apt,Tower Hamlets,Whitechapel,2,4,5,2,377,5,51.511488,-0.067144,55:28.2
63864,54987,Entire home/apt,Tower Hamlets,Canary Wharf,3,4.5,3,1,301,3,51.497259,-0.020223,14:49.7
63948,216660,Private room,Hammersmith and Fulham,Hammersmith Broadway,2,5,2,1,146,1,51.494022,-0.22724,11:09.8
64408,191154,Entire home/apt,Greenwich,Glyndon,48,4.5,8,2,170,3,51.496454,0.078212,46:11.3
64429,193586,Private room,Kensington and Chelsea,Golborne,70,4.5,2,1,123,1,51.520535,-0.209681,47:05.2
64489,306598,Private room,Richmond upon Thames,Twickenham Riverside,0,,2,1,189,3,51.45847,-0.313609,33:55.9
64988,317695,Private room,Hackney,London Fields,46,5,2,1,142,2,51.543773,-0.0653,56:38.5
65638,320901,Entire home/apt,Southwark,Newington,89,4.5,2,1,161,6,51.486241,-0.09624,20:26.9
65908,322341,Private room,Lambeth,Brixton Hill,0,,2,1,151,2,51.459705,-0.120078,01:23.3
66566,163836,Private room,Islington,Tollington,43,5,2,1,36,2,51.566851,-0.112618,53:44.0
66772,216660,Private room,Hammersmith and Fulham,Hammersmith Broadway,8,5,2,1,117,1,51.49404,-0.227378,32:54.4
67025,211108,Entire home/apt,Westminster,Knightsbridge and Belgravia,28,5,5,1,284,2,51.495998,-0.154224,24:15.5
67228,188940,Entire home/apt,Brent,Kilburn,32,4.5,5,2,284,1,51.533088,-0.201549,55:16.6
67512,333087,Private room,Ealing,Acton Central,0,,2,1,142,1,51.512731,-0.272516,13:05.3
67851,235606,Entire home/apt,Hackney,London Fields,5,5,2,1,132,7,51.541547,-0.05838,08:53.4
67934,335716,Private room,Barnet,Burnt Oak,4,4.5,1,1,44,5,51.60202,-0.261386,59:16.3
69198,345886,Private room,Haringey,West Green,3,5,1,1,66,1,51.590159,-0.094272,13:26.5
69644,349734,Entire home/apt,Lambeth,Bishop's,184,5,5,1,132,1,51.495945,-0.120018,12:15.1
70182,174430,Private room,Lewisham,New Cross,44,5,2,1,72,3,51.476558,-0.048441,26:00.2
71875,67564,Entire home/apt,Camden,Bloomsbury,12,5,3,1,280,3,51.522788,-0.139186,44:01.9
71888,168259,Private room,Newham,Forest Gate North,13,4.5,1,1,57,1,51.553322,0.009776,21:02.5
71969,370404,Private room,Camden,Camden Town with Primrose Hill,60,5,1,1,85,1,51.538341,-0.142586,11:52.2
71983,17577,Entire home/apt,Wandsworth,Queenstown,11,5,2,1,244,2,51.474354,-0.154399,48:10.0
72059,371121,Private room,Haringey,Alexandra,8,5,4,1,151,2,51.594777,-0.141416,20:59.4
72802,157191,Entire home/apt,Southwark,Riverside,47,4.5,6,2,416,2,51.501497,-0.075887,09:50.2
72913,379315,Private room,Lambeth,Oval,69,5,2,1,76,2,51.480644,-0.114387,24:45.8
72920,98140,Entire home/apt,Islington,Holloway,61,4.5,4,1,151,2,51.55013,-0.124073,43:59.4
73431,383525,Entire home/apt,Lambeth,Coldharbour,16,5,6,2,227,2,51.461929,-0.110853,41:30.5
73439,169150,Entire home/apt,Westminster,West End,113,4.5,3,1,151,2,51.513948,-0.130473,02:25.9
73884,216660,Private room,Hammersmith and Fulham,Hammersmith Broadway,10,5,2,1,117,1,51.493845,-0.227892,55:36.6
73930,387264,Entire home/apt,Islington,St. Peter's,9,5,4,1,282,3,51.533973,-0.09913,03:45.7
74546,392499,Private room,Camden,Kentish Town,12,5,2,1,161,2,51.545994,-0.141809,56:29.0
74732,345130,Entire home/apt,Kensington and Chelsea,Campden,14,4.5,2,1,237,2,51.502372,-0.187701,41:11.5
75120,183658,Entire home/apt,Kensington and Chelsea,Abingdon,20,4.5,12,4,662,3,51.49529,-0.202567,51:12.4
75414,391866,Private room,Enfield,Chase,1,5,2,1,95,2,51.667506,-0.056249,37:54.9
76623,110865,Entire home/apt,Islington,St. Mary's,13,4.5,5,1,274,3,51.542502,-0.102108,16:08.0
76932,196620,Entire home/apt,Westminster,Little Venice,10,5,3,2,379,14,51.526319,-0.184921,46:34.6
78332,420668,Private room,Brent,Brondesbury Park,1,3.5,2,1,76,1,51.536877,-0.224466,23:58.9
78412,421105,Entire home/apt,Islington,Canonbury,5,5,9,3,539,3,51.545573,-0.096073,07:30.1
78415,421104,Private room,Croydon,Upper Norwood,8,5,1,1,34,3,51.409979,-0.113271,16:09.9
78523,421909,Private room,Westminster,Lancaster Gate,33,4.5,1,1,104,5,51.514757,-0.180146,20:25.5
78565,422144,Private room,Southwark,The Lane,4,5,1,1,79,2,51.467096,-0.069228,19:44.8
78606,422362,Private room,Waltham Forest,Leytonstone,0,,2,1,57,1,51.571573,0.01088,19:21.5
79111,425778,Entire home/apt,Hackney,Hoxton East & Shoreditch,93,4.5,2,1,187,1,51.533248,-0.080525,56:36.7
79129,425764,Private room,Merton,Cannon Hill,14,5,2,1,76,1,51.397107,-0.213417,49:19.7
79146,425957,Entire home/apt,Richmond upon Thames,Mortlake and Barnes Common,0,,2,1,227,3,51.46831,-0.255595,36:00.6
79216,426378,Private room,Lewisham,Catford South,0,,2,1,95,3,51.438277,-0.019752,51:23.7
79234,426483,Private room,Southwark,The Lane,3,4.5,2,1,66,2,51.464706,-0.069641,41:37.3
79455,427855,Entire home/apt,Greenwich,Peninsula,6,5,2,1,180,3,51.485599,0.008051,01:41.8
79582,428658,Private room,Camden,Regent's Park,169,5,1,1,81,1,51.530063,-0.135389,00:37.1
79704,429606,Private room,Southwark,Surrey Docks,3,5,2,1,95,3,51.498291,-0.034185,42:55.6
79741,191154,Entire home/apt,Greenwich,Woolwich Riverside,22,4.5,4,1,123,3,51.49082,0.071249,27:22.1
80123,432648,Entire home/apt,Wandsworth,Balham,41,5,2,1,161,2,51.453305,-0.156464,21:20.4
80433,427750,Private room,Lambeth,Thurlow Park,0,,1,1,76,1,51.436659,-0.09076,53:21.5
80441,416812,Entire home/apt,Lambeth,Bishop's,23,5,2,1,189,1,51.494936,-0.120036,16:08.6
80454,427750,Private room,Lambeth,Gipsy Hill,0,,1,1,76,1,51.435672,-0.090997,50:44.6
81008,426167,Private room,Greenwich,Peninsula,29,4.5,9,1,89,1,51.487176,0.025899,51:31.6
81039,438857,Private room,Hounslow,Osterley and Spring Grove,0,,4,1,189,1,51.475754,-0.3392,17:08.1
81052,438948,Entire home/apt,Islington,St. Mary's,5,5,4,2,235,3,51.539237,-0.102086,55:47.5
81176,413259,Private room,Lambeth,Larkhall,27,4.5,2,1,66,2,51.469046,-0.131215,46:32.5
81211,439880,Entire home/apt,Camden,Belsize,1,4.5,4,1,284,7,51.548384,-0.163436,21:25.2
81410,441494,Entire home/apt,Westminster,Marylebone High Street,53,5,6,2,644,5,51.521284,-0.140478,44:11.1
81449,441736,Entire home/apt,Tower Hamlets,Whitechapel,64,4.5,2,1,191,2,51.512009,-0.066435,33:20.1
81473,441881,Private room,Bromley,Crystal Palace,25,5,2,1,76,2,51.416429,-0.076728,36:59.7
81487,442004,Entire home/apt,Camden,Gospel Oak,4,4.5,4,2,227,5,51.550445,-0.160862,16:20.1
81594,442801,Entire home/apt,Wandsworth,Southfields,9,5,4,1,129,4,51.446463,-0.200504,18:16.3
81607,442885,Entire home/apt,Hammersmith and Fulham,Palace Riverside,5,4.5,7,4,379,5,51.478981,-0.222254,55:50.0
81611,226889,Entire home/apt,Wandsworth,Southfields,0,,6,4,454,3,51.448153,-0.20461,06:34.0
81635,443041,Private room,Islington,Clerkenwell,2,5,2,1,284,3,51.528427,-0.111608,13:49.7
81936,445223,Private room,Southwark,Livesey,5,5,2,1,112,2,51.476657,-0.060527,25:46.6
82272,447486,Private room,Southwark,Newington,88,4.5,2,1,91,1,51.490887,-0.098788,04:51.4
82308,447715,Private room,Greenwich,Abbey Wood,3,4,2,1,59,1,51.497504,0.118204,46:44.9
82331,447715,Shared room,Greenwich,Abbey Wood,5,3.5,2,1,49,1,51.498072,0.116799,52:58.8
82527,426167,Private room,Greenwich,Peninsula,14,5,4,1,95,1,51.486491,0.025522,01:52.0
82665,197217,Entire home/apt,Hackney,De Beauvoir,4,4.5,4,1,223,3,51.54166,-0.079807,31:32.6
82998,426261,Entire home/apt,Lambeth,Coldharbour,7,5,2,1,117,3,51.461286,-0.112307,08:02.7
83017,452088,Entire home/apt,Westminster,Bryanston and Dorset Square,157,5,4,2,227,3,51.522083,-0.163972,59:53.3
83102,452542,Entire home/apt,Camden,Holborn and Covent Garden,17,4,4,1,282,2,51.519706,-0.119912,02:05.8
83181,404447,Entire home/apt,Westminster,West End,32,4.5,5,2,208,2,51.512861,-0.131483,44:43.8
83304,454043,Entire home/apt,Islington,Junction,1,5,4,2,227,7,51.559342,-0.131468,26:30.3
83308,454121,Entire home/apt,Camden,Kilburn,15,4.5,2,1,274,2,51.5385,-0.192547,39:01.5
83447,454729,Entire home/apt,Westminster,West End,62,4.5,2,1,180,3,51.512543,-0.13259,11:20.5
83537,148156,Private room,Hackney,Brownswood,1,4.5,2,1,85,2,51.560463,-0.091965,21:40.7
83723,213363,Private room,Croydon,Addiscombe,3,4.5,2,1,74,1,51.379105,-0.089052,09:40.3
84193,404447,Entire home/apt,Westminster,St. James's,44,4.5,4,1,246,2,51.50991,-0.13133,08:21.3
84201,460186,Private room,Newham,Beckton,0,,2,1,224,1,51.516165,0.050467,31:47.7
84223,460272,Private room,Southwark,Newington,72,5,2,1,108,1,51.485791,-0.107117,32:56.5
84543,422907,Private room,Tower Hamlets,St. Dunstan's,38,5,2,1,125,2,51.518695,-0.037561,32:03.2
84640,462651,Private room,Haringey,Hornsey,0,,1,1,95,1,51.589369,-0.122738,07:45.6
85131,465992,Entire home/apt,Wandsworth,St. Mary's Park,47,5,4,2,322,4,51.478725,-0.167806,06:28.5
85139,466052,Private room,Lambeth,Thurlow Park,26,5,8,1,72,2,51.43856,-0.105933,29:16.8
85159,466142,Entire home/apt,Tower Hamlets,St. Peter's,1,,4,2,937,2,51.526307,-0.05812,28:25.6
85191,466353,Private room,Lambeth,Prince's,121,5,1,1,95,1,51.48968,-0.116369,55:55.3
85253,465779,Entire home/apt,Tower Hamlets,St. Peter's,119,5,4,1,170,1,51.525561,-0.058949,52:04.4
85364,467659,Private room,Bromley,Bromley Town,0,,2,1,112,1,51.410116,0.012132,02:00.5
86084,472532,Private room,Wandsworth,Thamesfield,2,5,2,1,114,1,51.464089,-0.212055,45:12.6
86092,472474,Entire home/apt,Hammersmith and Fulham,Fulham Broadway,26,4.5,5,2,256,3,51.485738,-0.199385,07:44.6
86243,447715,Private room,Greenwich,Abbey Wood,3,4.5,4,1,40,1,51.496581,0.116842,14:00.4
86306,281803,Entire home/apt,Kensington and Chelsea,Royal Hospital,11,4.5,2,1,284,2,51.486431,-0.15091,15:30.1
86578,474738,Entire home/apt,Lambeth,Coldharbour,38,4.5,2,1,180,2,51.469448,-0.109453,57:29.2
87579,479568,Entire home/apt,Wandsworth,Shaftesbury,1,4,2,1,189,4,51.465764,-0.164811,55:04.7
87863,480782,Private room,Waltham Forest,Leytonstone,21,4.5,2,1,55,1,51.570539,0.011213,11:00.8
88032,481587,Private room,Wandsworth,Southfields,7,5,2,1,132,2,51.445929,-0.206083,06:15.1
88250,482800,Entire home/apt,Westminster,Marylebone High Street,6,5,2,2,237,2,51.518375,-0.148751,18:25.0
88322,483028,Private room,Hackney,Hackney Central,0,,2,1,151,1,51.547946,-0.062323,44:37.2
88518,483772,Entire home/apt,Greenwich,Blackheath Westcombe,3,5,3,2,114,3,51.478348,0.021623,52:57.6
88571,483940,Private room,Hammersmith and Fulham,Fulham Reach,6,4.5,1,1,76,1,51.484497,-0.217211,21:48.7
89094,485803,Shared room,Greenwich,Woolwich Common,0,,2,1,70,1,51.482092,0.072477,54:25.4
89183,485861,Entire home/apt,Westminster,Lancaster Gate,58,4.5,8,2,246,3,51.512776,-0.184548,02:28.6
89208,485861,Entire home/apt,Camden,Cantelowes,45,4.5,5,1,151,2,51.544077,-0.126599,12:58.2
89432,486973,Private room,Westminster,Vincent Square,83,5,1,1,114,2,51.491453,-0.13052,43:32.8
89459,487026,Entire home/apt,Westminster,Warwick,32,4.5,6,2,341,5,51.491615,-0.14397,59:13.6
89700,487966,Private room,Islington,Caledonian,72,5,1,1,91,1,51.535645,-0.120457,15:43.3
89744,488093,Entire home/apt,Wandsworth,Balham,4,4.5,4,2,284,2,51.450191,-0.158504,20:36.4
89783,488163,Private room,Lambeth,Brixton Hill,0,,1,1,95,1,51.446422,-0.124835,11:04.5
89816,488602,Entire home/apt,Westminster,St. James's,0,,5,1,284,7,51.507902,-0.123768,44:34.2
89870,54730,Entire home/apt,Islington,Tollington,16,4.5,4,1,180,1,51.568436,-0.11332,19:58.8
90561,490863,Private room,Barnet,Finchley Church End,2,4.5,2,1,100,1,51.593366,-0.188137,38:42.5
90663,488602,Entire home/apt,Westminster,St. James's,0,,5,1,284,7,51.5078,-0.122597,29:29.0
90681,491199,Private room,Lewisham,Forest Hill,8,4.5,3,1,95,2,51.447578,-0.057082,16:47.5
90700,491286,Entire home/apt,Kensington and Chelsea,Pembridge,99,4.5,2,1,208,3,51.510741,-0.198534,07:59.9
90751,491421,Entire home/apt,Greenwich,Shooters Hill,0,,3,1,379,1,51.468994,0.054717,33:34.5
90981,492265,Private room,Tower Hamlets,Limehouse,29,5,2,1,76,2,51.511994,-0.034321,18:02.0
91031,491004,Entire home/apt,Wandsworth,Queenstown,5,4.5,4,1,170,3,51.477322,-0.147765,41:33.1
91287,493497,Entire home/apt,Islington,Caledonian,29,4.5,6,1,165,2,51.540548,-0.116815,41:36.8
